,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
10,130745589,130745589,drfeifei,"Stanford, CA, U.S.A.","Prof (CS @Stanford), Director (Stanford AI Lab), Chief Scientist AI/ML (Google Cloud), Researcher in #AI, #computervision, #ML, cognitive neuroscience.",https://t.co/JaZ1mRUoE3,35476,150,880,Thu Apr 08 05:16:30 +0000 2010,1380,False,484,en,"{'created_at': 'Mon Mar 13 17:09:47 +0000 2017', 'id': 841335492129968128, 'id_str': '841335492129968128', 'text': '""Data analytics and machine learning"" is the second part of the Information Age and main driver of the 4th Industri… https://t.co/llXnBK3uwt', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/llXnBK3uwt', 'expanded_url': 'https://twitter.com/i/web/status/841335492129968128', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 841306878034497537, 'quoted_status_id_str': '841306878034497537', 'retweet_count': 42, 'favorite_count': 77, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,Fei-Fei Li,0
11,132961448,132961448,AngelaAhrendts,"California, USA","Senior Vice President, Apple Retail. Inspired by great people, great brands and great companies.",https://t.co/4pFPAyKaJM,131328,147,2384,Wed Apr 14 16:54:21 +0000 2010,72,True,207,en,"{'created_at': 'Sat Mar 11 21:09:28 +0000 2017', 'id': 840671034000920576, 'id_str': '840671034000920576', 'text': 'Today we re-opened the beautiful Apple St. Johns Town Center in Florida — the 35th store we’ve updated to our lates… https://t.co/Kg6pViEmRJ', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Kg6pViEmRJ', 'expanded_url': 'https://twitter.com/i/web/status/840671034000920576', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 132, 'favorite_count': 567, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,Angela Ahrendts,0
12,133188015,133188015,adeoressi,"Palo Alto, California","Founder of the Founder Institute (https://t.co/JcT0pgQ5f8), TheFunded, 9x entrepreneur. Bio: https://t.co/OMiiJu6ukI",https://t.co/ezicO3HWwM,12640,83,566,Thu Apr 15 06:50:13 +0000 2010,428,False,902,en,"{'created_at': 'Mon Mar 13 23:19:10 +0000 2017', 'id': 841428451303268352, 'id_str': '841428451303268352', 'text': 'Boom! ""A Look at the Founder Institute’s Progress in 2016"" https://t.co/FEDD9CbbvS via @founding #FIworldwide https://t.co/0MC8IBGEhs', 'truncated': False, 'entities': {'hashtags': [{'text': 'FIworldwide', 'indices': [97, 109]}], 'symbols': [], 'user_mentions': [{'screen_name': 'founding', 'name': 'Founder Institute', 'id': 29054405, 'id_str': '29054405', 'indices': [87, 96]}], 'urls': [{'url': 'https://t.co/FEDD9CbbvS', 'expanded_url': 'http://fi.co/posts/30261', 'display_url': 'fi.co/posts/30261', 'indices': [59, 82]}], 'media': [{'id': 841428447989661696, 'id_str': '841428447989661696', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/C61atyJVAAAR-hn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C61atyJVAAAR-hn.jpg', 'url': 'https://t.co/0MC8IBGEhs', 'display_url': 'pic.twitter.com/0MC8IBGEhs', 'expanded_url': 'https://twitter.com/adeoressi/status/841428451303268352/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 662, 'resize': 'fit'}, 'large': {'w': 1202, 'h': 1170, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1168, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 841428447989661696, 'id_str': '841428447989661696', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/C61atyJVAAAR-hn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C61atyJVAAAR-hn.jpg', 'url': 'https://t.co/0MC8IBGEhs', 'display_url': 'pic.twitter.com/0MC8IBGEhs', 'expanded_url': 'https://twitter.com/adeoressi/status/841428451303268352/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 662, 'resize': 'fit'}, 'large': {'w': 1202, 'h': 1170, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1168, 'resize': 'fit'}}}]}, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",True,False,False,Adeo Ressi,0
13,134321104,134321104,JTLonsdale,"Usually the Bay Area, CA","Joe Lonsdale is a founding partner at  8VC, a San Francisco-based venture capital fund.",https://t.co/kN8W0tMexR,5524,58,260,Sun Apr 18 03:00:56 +0000 2010,1,False,39,en,"{'created_at': 'Mon Jan 02 04:07:21 +0000 2017', 'id': 815771435176075264, 'id_str': '815771435176075264', 'text': 'RT @bobvulfov: who the hell is jeff https://t.co/UlKVBbBLgw', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bobvulfov', 'name': 'Bob Vulfov', 'id': 2442237828, 'id_str': '2442237828', 'indices': [3, 13]}], 'urls': [], 'media': [{'id': 815102983713292288, 'id_str': '815102983713292288', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'url': 'https://t.co/UlKVBbBLgw', 'display_url': 'pic.twitter.com/UlKVBbBLgw', 'expanded_url': 'https://twitter.com/bobvulfov/status/815103069339926528/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1052, 'h': 563, 'resize': 'fit'}, 'small': {'w': 680, 'h': 364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1052, 'h': 563, 'resize': 'fit'}}, 'source_status_id': 815103069339926528, 'source_status_id_str': '815103069339926528', 'source_user_id': 2442237828, 'source_user_id_str': '2442237828'}]}, 'extended_entities': {'media': [{'id': 815102983713292288, 'id_str': '815102983713292288', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'url': 'https://t.co/UlKVBbBLgw', 'display_url': 'pic.twitter.com/UlKVBbBLgw', 'expanded_url': 'https://twitter.com/bobvulfov/status/815103069339926528/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1052, 'h': 563, 'resize': 'fit'}, 'small': {'w': 680, 'h': 364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1052, 'h': 563, 'resize': 'fit'}}, 'source_status_id': 815103069339926528, 'source_status_id_str': '815103069339926528', 'source_user_id': 2442237828, 'source_user_id_str': '2442237828'}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sat Dec 31 07:51:30 +0000 2016', 'id': 815103069339926528, 'id_str': '815103069339926528', 'text': 'who the hell is jeff https://t.co/UlKVBbBLgw', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 815102983713292288, 'id_str': '815102983713292288', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'url': 'https://t.co/UlKVBbBLgw', 'display_url': 'pic.twitter.com/UlKVBbBLgw', 'expanded_url': 'https://twitter.com/bobvulfov/status/815103069339926528/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1052, 'h': 563, 'resize': 'fit'}, 'small': {'w': 680, 'h': 364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1052, 'h': 563, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 815102983713292288, 'id_str': '815102983713292288', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C0_T2FeXgAA9SG7.jpg', 'url': 'https://t.co/UlKVBbBLgw', 'display_url': 'pic.twitter.com/UlKVBbBLgw', 'expanded_url': 'https://twitter.com/bobvulfov/status/815103069339926528/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1052, 'h': 563, 'resize': 'fit'}, 'small': {'w': 680, 'h': 364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1052, 'h': 563, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 33440, 'favorite_count': 54971, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 33440, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",True,False,False,Joe Lonsdale,0
14,134665872,134665872,parislemon,,The official feed of http://t.co/4ViY2vemvM. Find my personal tweets at @mgsiegler.,http://t.co/4ViY2vemvM,3749,1,313,Mon Apr 19 03:18:35 +0000 2010,177,False,7931,en,"{'created_at': 'Mon Mar 13 06:14:21 +0000 2017', 'id': 841170548654788609, 'id_str': '841170548654788609', 'text': '""Super Mario Ran"" https://t.co/1wati8DWXU', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1wati8DWXU', 'expanded_url': 'http://parislemon.com/post/158342737657', 'display_url': 'parislemon.com/post/158342737…', 'indices': [18, 41]}]}, 'source': '<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'es'}",False,False,False,ParisLemon,0
15,145153732,145153732,milk,"Los Angeles, CA","Maker of stuff, CEO of Within, Creator @ Here Be Dragons.",https://t.co/GU7fXaNajP,22888,366,541,Tue May 18 07:19:20 +0000 2010,133,True,382,en,"{'created_at': 'Fri Mar 10 22:27:03 +0000 2017', 'id': 840328172742795264, 'id_str': '840328172742795264', 'text': '""WIRED\'s 2017 Smart List: tech\'s biggest names pick the stars of tomorrow"" --- I picked the amazing @ThisIsDavidGelb https://t.co/cnLpmPZS23', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThisIsDavidGelb', 'name': 'David Gelb', 'id': 23848659, 'id_str': '23848659', 'indices': [100, 116]}], 'urls': [{'url': 'https://t.co/cnLpmPZS23', 'expanded_url': 'http://www.wired.co.uk/article/wireds-2017-smart-list', 'display_url': 'wired.co.uk/article/wireds…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 12, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,True,Chris Milk,0
16,160781725,160781725,taylorpfreeman,LA + SF,Founder & CEO @UploadVR | Bringing VR & AR to the Masses | Forbes 30 Under 30,https://t.co/wchi4TNkD3,4255,267,132,Tue Jun 29 03:21:14 +0000 2010,564,True,577,en,"{'created_at': 'Thu Mar 09 23:41:04 +0000 2017', 'id': 839984413165277184, 'id_str': '839984413165277184', 'text': 'RT @UploadVR: Check out this article in @Forbes featuring our CEO and cofounder, @taylorpfreeman! #VR #Startup https://t.co/mKQNWNE3q6 http…', 'truncated': False, 'entities': {'hashtags': [{'text': 'VR', 'indices': [98, 101]}, {'text': 'Startup', 'indices': [102, 110]}], 'symbols': [], 'user_mentions': [{'screen_name': 'UploadVR', 'name': 'Upload', 'id': 2858533652, 'id_str': '2858533652', 'indices': [3, 12]}, {'screen_name': 'Forbes', 'name': 'Forbes', 'id': 91478624, 'id_str': '91478624', 'indices': [40, 47]}, {'screen_name': 'taylorpfreeman', 'name': 'Taylor Freeman', 'id': 160781725, 'id_str': '160781725', 'indices': [81, 96]}], 'urls': [{'url': 'https://t.co/mKQNWNE3q6', 'expanded_url': 'https://www.forbes.com/sites/cherylsnappconner/2017/03/05/visual-communication-takes-a-giant-leap-forward-with-uploadvr/#2867d769397a', 'display_url': 'forbes.com/sites/cherylsn…', 'indices': [111, 134]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Mon Mar 06 04:03:25 +0000 2017', 'id': 838600880718921729, 'id_str': '838600880718921729', 'text': 'Check out this article in @Forbes featuring our CEO and cofounder, @taylorpfreeman! #VR #Startup… https://t.co/7j8YPvEPmE', 'truncated': True, 'entities': {'hashtags': [{'text': 'VR', 'indices': [84, 87]}, {'text': 'Startup', 'indices': [88, 96]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Forbes', 'name': 'Forbes', 'id': 91478624, 'id_str': '91478624', 'indices': [26, 33]}, {'screen_name': 'taylorpfreeman', 'name': 'Taylor Freeman', 'id': 160781725, 'id_str': '160781725', 'indices': [67, 82]}], 'urls': [{'url': 'https://t.co/7j8YPvEPmE', 'expanded_url': 'https://twitter.com/i/web/status/838600880718921729', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [98, 121]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': 'fbd6d2f5a4e4a15e', 'url': 'https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json', 'place_type': 'admin', 'name': 'California', 'full_name': 'California, USA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 6, 'favorite_count': 12, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 6, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,True,Taylor Freeman,0
17,161801527,161801527,melindagates,"Seattle, WA","Co-chair of the Bill & Melinda Gates Foundation, businesswoman, and mother. Dedicated to helping all people lead healthy, productive lives.",https://t.co/pCfv2giWAU,1002080,208,7925,Thu Jul 01 20:32:42 +0000 2010,49,True,2293,en,"{'created_at': 'Mon Mar 13 20:12:01 +0000 2017', 'id': 841381351706222593, 'id_str': '841381351706222593', 'text': 'For 4 years, Pope Francis has asked us to live our faith through action. Thank you, @Pontifex, for all you do to lift up people in need.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Pontifex', 'name': 'Pope Francis', 'id': 500704345, 'id_str': '500704345', 'indices': [84, 93]}], 'urls': []}, 'source': '<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 77, 'favorite_count': 359, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,Melinda Gates,0
18,175624200,175624200,ID_AA_Carmack,"Dallas, TX",Oculus VR CTO,https://t.co/c0ndp2bkKs,814594,144,5386,Sat Aug 07 03:40:11 +0000 2010,695,True,8341,en,"{'created_at': 'Mon Mar 13 13:31:53 +0000 2017', 'id': 841280657607278594, 'id_str': '841280657607278594', 'text': ""@i_am_lion4 lots of software engineers aren't very strong in math, but if you hate math you probably won't be a very good one"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'i_am_lion4', 'name': 'Alper Öztürk', 'id': 3271432372, 'id_str': '3271432372', 'indices': [0, 11]}], 'urls': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': 841199556217954304, 'in_reply_to_status_id_str': '841199556217954304', 'in_reply_to_user_id': 3271432372, 'in_reply_to_user_id_str': '3271432372', 'in_reply_to_screen_name': 'i_am_lion4', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",True,False,False,John Carmack,0
19,183749519,183749519,paulg,,,http://t.co/fDpOM1QB6e,631587,253,8861,Fri Aug 27 20:13:59 +0000 2010,3131,True,9532,en,"{'created_at': 'Mon Mar 13 23:02:31 +0000 2017', 'id': 841424261906591745, 'id_str': '841424261906591745', 'text': 'RT @NickKristof: Looks as if Steve Bannon lied under oath to claim Florida residence, avoiding taxes, acc to great WashPost reporting https…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NickKristof', 'name': 'Nicholas Kristof', 'id': 17004618, 'id_str': '17004618', 'indices': [3, 15]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sat Mar 11 18:06:01 +0000 2017', 'id': 840624870430035969, 'id_str': '840624870430035969', 'text': 'Looks as if Steve Bannon lied under oath to claim Florida residence, avoiding taxes, acc to great WashPost reporting https://t.co/oqi2BCqEWP', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oqi2BCqEWP', 'expanded_url': 'http://wapo.st/2naBDDW?tid=ss_tw', 'display_url': 'wapo.st/2naBDDW?tid=ss…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 10242, 'favorite_count': 12776, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 10242, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,Paul Graham,0
20,192455600,192455600,lijiali_vision,"Mountain View, CA","Head of R&D, ML/AI at Google Cloud",https://t.co/j2c5yIbZ0m,2016,67,56,Sun Sep 19 05:41:46 +0000 2010,86,False,24,en,"{'created_at': 'Thu Mar 09 21:46:16 +0000 2017', 'id': 839955521692012544, 'id_str': '839955521692012544', 'text': 'RT @nicksrockwell: Tech women power quartet!  @lijiali_vision @drfeifei Diane Greene and @SigalZarmi are forming a band you heard it here f…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nicksrockwell', 'name': 'Nick Rockwell', 'id': 556229699, 'id_str': '556229699', 'indices': [3, 17]}, {'screen_name': 'lijiali_vision', 'name': 'Jia Li', 'id': 192455600, 'id_str': '192455600', 'indices': [46, 61]}, {'screen_name': 'drfeifei', 'name': 'Fei-Fei Li', 'id': 130745589, 'id_str': '130745589', 'indices': [62, 71]}, {'screen_name': 'SigalZarmi', 'name': 'Sigal Zarmi', 'id': 550345037, 'id_str': '550345037', 'indices': [89, 100]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 09 15:21:32 +0000 2017', 'id': 839858699199897600, 'id_str': '839858699199897600', 'text': 'Tech women power quartet!  @lijiali_vision @drfeifei Diane Greene and @SigalZarmi are forming a band you heard it h… https://t.co/RT8k3lbgON', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lijiali_vision', 'name': 'Jia Li', 'id': 192455600, 'id_str': '192455600', 'indices': [27, 42]}, {'screen_name': 'drfeifei', 'name': 'Fei-Fei Li', 'id': 130745589, 'id_str': '130745589', 'indices': [43, 52]}, {'screen_name': 'SigalZarmi', 'name': 'Sigal Zarmi', 'id': 550345037, 'id_str': '550345037', 'indices': [70, 81]}], 'urls': [{'url': 'https://t.co/RT8k3lbgON', 'expanded_url': 'https://twitter.com/i/web/status/839858699199897600', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 12, 'favorite_count': 59, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 12, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",True,False,False,Jia Li,0
21,197505545,197505545,Arubin,California,Percent of all fresh water on Earth that is in icecaps and glaciers:	99.5 %,http://t.co/SadmYTHtlF,89841,2,3150,Fri Oct 01 17:43:12 +0000 2010,30,True,55,en,"{'created_at': 'Tue Feb 28 16:36:17 +0000 2017', 'id': 836616020659961856, 'id_str': '836616020659961856', 'text': '@bretones @orange @mno_jl @Ge_Pellissier @srichard Really enjoyed.  Thank you for bringing this group together!', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bretones', 'name': 'Luc Bretones', 'id': 15972374, 'id_str': '15972374', 'indices': [0, 9]}, {'screen_name': 'orange', 'name': 'Orange', 'id': 296824934, 'id_str': '296824934', 'indices': [10, 17]}, {'screen_name': 'mno_jl', 'name': 'Mari-Noëlle Jégo-L', 'id': 2515352502, 'id_str': '2515352502', 'indices': [18, 25]}, {'screen_name': 'Ge_Pellissier', 'name': 'Gervais Pellissier', 'id': 2812815776, 'id_str': '2812815776', 'indices': [26, 40]}, {'screen_name': 'srichard', 'name': 'Stéphane Richard', 'id': 2336714149, 'id_str': '2336714149', 'indices': [41, 50]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 836548815410823169, 'in_reply_to_status_id_str': '836548815410823169', 'in_reply_to_user_id': 15972374, 'in_reply_to_user_id_str': '15972374', 'in_reply_to_screen_name': 'bretones', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'lang': 'en'}",True,False,False,Andy Rubin,0
22,216939636,216939636,AndrewYNg,"Mountain View, CA","Chief Scientist of Baidu; Chairman and Co-Founder of Coursera; Stanford CS faculty. #machinelearning, #deeplearning #MOOCs, #edtech",https://t.co/XidcMETENd,108372,221,2908,Thu Nov 18 03:39:11 +0000 2010,345,True,889,en,"{'created_at': 'Mon Mar 13 22:32:16 +0000 2017', 'id': 841416650523983872, 'id_str': '841416650523983872', 'text': 'New speech recognition app! SwiftScribe helps transcribe long audio (interviews/etc) faster https://t.co/dBGJqmM9cQ @jordannovet', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jordannovet', 'name': ""Jordan 'Jaws' Novet"", 'id': 1071350252, 'id_str': '1071350252', 'indices': [116, 128]}], 'urls': [{'url': 'https://t.co/dBGJqmM9cQ', 'expanded_url': 'http://venturebeat.com/2017/03/13/baidu-launches-swiftscribe-an-app-that-transcribes-audio-with-ai/', 'display_url': 'venturebeat.com/2017/03/13/bai…', 'indices': [92, 115]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': '28b9063fdce43645', 'url': 'https://api.twitter.com/1.1/geo/id/28b9063fdce43645.json', 'place_type': 'city', 'name': 'Chiyoda-ku', 'full_name': 'Chiyoda-ku, Tokyo', 'country_code': 'JP', 'country': 'Japan', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[139.729893, 35.668551], [139.782836, 35.668551], [139.782836, 35.705218], [139.729893, 35.705218]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 62, 'favorite_count': 130, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,True,Andrew Ng,0
